"created_at","device_prop_name","property_value"
2022-09-29 16:04:47.835 +0300,RF'Area04'OS26'RAHU19'SAT,18
2022-09-29 16:05:03.170 +0300,RF'Area03'OS25'RAHU20'SAT,9
2022-09-29 16:05:03.696 +0300,RF'Area02'OS23A'RAHU18'SAT,8
2022-09-29 16:05:03.877 +0300,RF'Area08'OS28'RAHU24'SAT,30
2022-09-29 16:05:14.425 +0300,RF'Area05'OS36'RAHU27'SAT,17
2022-09-29 16:05:16.548 +0300,RF'Area09'OS34A'RAHU26'SAT,13
2022-09-29 17:29:37.354 +0300,RF'Area02'OS23'AHUMRF02'SAT,17
2022-09-29 17:29:38.143 +0300,RF'AREA01'OS19'AHUMRF011'SAT,25
2022-09-29 17:29:38.569 +0300,LG'Area01'OS01'AHUMB01'SAT,19
2022-09-29 17:29:40.417 +0300,RF'Area01'OS20'AHUMRF012'SAT,31
2022-09-29 17:29:42.215 +0300,RF'Area06'OS33'AHUMRF04'SAT,20
2022-09-29 17:29:42.563 +0300,FFGF'Area04'OS05'AHUMGZ01'SAT,12
2022-09-29 17:29:43.494 +0300,FFGF'Area10'OS13'AHUMGZ01D'SAT,14
2022-09-29 17:29:45.692 +0300,RF'Area09'OS34'AHUMRF02'SAT,28
2022-09-29 17:29:48.670 +0300,RF'Area05'OS36'AHUMRF03'SAT,14
2022-09-29 17:30:07.353 +0300,LG'Area01'OS01'AHUMB02'SAT,12
2022-09-29 17:30:25.463 +0300,RF'Area11'OS37'RAHU14'SAT,32
2022-09-29 17:30:26.571 +0300,RF'Area10'OS32'RAHU28'SAT,31
2022-09-29 17:30:27.455 +0300,RF'Area02'OS22'RAHU01'SAT,32
2022-09-29 17:30:28.017 +0300,RF'Area09'OS30'RAHU11'SAT,31
2022-09-29 17:30:28.590 +0300,RF'Area07'OS29'RAHU07'SAT,33
2022-09-29 17:30:31.568 +0300,RF'Area02'OS21'RAHU02'SAT,15
2022-09-29 17:30:33.030 +0300,RF'Area04'OS26'RAHU05'SAT,31
2022-09-29 17:30:35.038 +0300,RF'Area08'OS28'RAHU10'SAT,32
2022-09-29 17:30:48.066 +0300,RF'Area03'OS25'RAHU06'SAT,34
2022-09-29 17:30:49.496 +0300,RF'Area02'OS23A'RAHU04'SAT,19
2022-09-29 17:30:59.758 +0300,RF'Area09'OS34'RAHU12'SAT,30
2022-09-29 17:31:02.023 +0300,RF'Area05'OS36'RAHU13'SAT,32
2022-09-29 17:31:38.619 +0300,RF'Area02'OS22'RAHU15'SAT,29
2022-09-29 17:31:40.387 +0300,RF'Area09'OS30'RAHU25'SAT,17
2022-09-29 17:31:43.182 +0300,RF'Area07'OS29'RAHU21'SAT,33
2022-09-29 17:31:45.004 +0300,RF'Area02'OS21'RAHU16'SAT,19
2022-09-29 17:31:45.955 +0300,RF'Area04'OS26'RAHU19'SAT,18
2022-09-29 17:32:01.373 +0300,RF'Area03'OS25'RAHU20'SAT,9
